title_review,country,date,avp_badge,review_text
DISARMING,Inde,17 novembre 2018,Achat vérifié,"

  It was refreshing to read an autobiography which did not confine itself to the high points. It only enhanced my respect for the Obamas, having been an active witness to their dignified conduct during the Obama presidency.

"
"Her own story, by one of my favorite first ladies",États-Unis,13 novembre 2018,Achat vérifié,"

  This is an interesting, beautifully written book by one of the most admired women in the world. The book includes many personal details about Mrs. Obama's background that I didn't know about and enjoyed reading. I loved the photo section. Michelle Obama, thanks for being such a great role model while you were in the White House -- championing exercise and good food for children and speaking your mind with grace and courage. We miss you.

"
You would thank yourself for reading it,Inde,23 décembre 2018,Achat vérifié,"

  Delivery: Timely deliveryPackaging: it was average. The harbour cover and the jacket got a bit tempered. If you are someone who can compromise with scratch or a little wear out, then go for it. Otherwise buy it from store.Book: I bought to read it in 2019. Then, I got tempted to read a little bit. I decided to read only the preface and keep it aside to read in January. Before I know it, I was halfway through the book. Am still reading. The writing is so smooth, and it just flows on and on helping you picturized America in the 80s and early 90s. There are more than 200 pages still to go, but I absolutely love it already.Every woman should read it. Period.It is definitely an autobiography like no other.

"
Highly recommend to all.,Inde,27 février 2019,Achat vérifié,"

  Becoming is a memoir of the former First Lady of United States of America. Michelle Obama pens down a powerful and inspiring journey of the first black lady to live in the White House. I hope my book review helps you know why you should definitely pick up Becoming by Michelle Obama. She talks about her humble and grounded beginnings in the South Side of Chicago. She was very well aware of the social short comings she would face due to the color of her skin and not belonging to a financially affluent background. She, therefore, worked very hard from the very first day of her school. Her unbeatable ambition, dedication and competitive spirit took her to many privileged places.Even though she was in so many situations where she could have been easily dominated and silenced, her level headedness and ability to take a stand for herself truly sets her apart. But most importantly, after getting best of education from Ivy league, a well paid job and a promise of comfortable future, she knew what was much more valuable. Inspired by her visionary husband, she wanted to make a change in the world. She wanted to make an impact by using the privileges that her position bought. Her support for various charities working for military families, education of females and healthier food for children have created ripples of change which will be felt for coming years.Her ability to stay grounded and know what truly matters touched one too many hearts and her passion and zeal for life inspired many.The most powerful and impressionable part of the book for me personally was to see what an amazing, powerful, fearless, confident yet humble woman Michelle Obama is. She is not afraid to take a stand for herself, her dignity and her values and she fiercely protects her family. In the world where women are taught to speak softly and align their career goals according to that of their potential marriage and husbands, Michelle Obama sets unique example of how to create your own identity and individuality while also being a supportive spouse. Highly recommend to all.

"
"Honest Caring, Healthy Thinking in this Frank, Insightful Book",Canada,30 décembre 2018,Achat vérifié,"

  Michelle Obama is REAL! Frank, honest, and a beautiful writer, she talks, acts and thinks with great caring. We're reading her book aloud to each other, enjoying stopping and remarking to each other how insightful and refreshing she is. How VERY REAL. Her book is a great education for everyone -- from what it's like to grow up in the poorer parts of southern Chicago, to experience racism but learn how to grow with it as her incredibly wise intellect took her to high school in northern Chicago and over to Princeton University for her law degree. Then to work incredibly hard, to share  and still keep meaningful ideals in mind, always with sensitivity for others who are disadvantaged, to learn how to live in the White House, meet and enjoy Queen Elizabeth, while still caring for her own children above all, encouraging their friends to come and join her as they all got their hands into the White House soil -- and learned how to grow healthy vegetables. LOTS MORE...

"
Don't waste your money,États-Unis,19 février 2019,Achat vérifié,"

  If you're into leftist PR, this should be your cup of tea. If not, buy the latest sci-fi novel, there's more truth in there.

"
"Intelligent, precise, thoughtful",Canada,3 janvier 2019,Achat vérifié,"

  What a fantastic read. I don't normally go for memoirs - I'm more of a fiction person - but I'm a fan of Michelle Obama's and in anticipation of her book tour this spring I wanted to take the time to read this book. I ended up finishing it quickly and loving it. Obama's voice is clear, concise, and easy to read. She is thoughtful and precise. She does not waste words; her prose is not flowery, but she communicates the way she felt and thought about situations and parts of her life in a way that made me understand her perspective. A fantastic story of a high-performing, well-loved, intelligent Black girl's progress from the small apartment on Chicago's South Side where she grew up to the White House where she spent 8 years fiercely guarding her children from the rabid and cruel world media while trying to make a real difference in the country.

"
Intruging,Inde,8 mars 2019,Achat vérifié,"

  What a book!❤ The first lady has a great ability to express her emotions.The book was a fun read for me, got to many insights about the first family. I even cried a bit..No one better than her to take us through their story. I love each word of the book..P.s- i bought it coz of the hype but it was worth it.

"
Get it from the library...,Canada,14 janvier 2019,Achat vérifié,"

  I love Michelle Obama and was looking forward to this read, but I was a little disappointed with the book. Her points became redundant.

"
A treasure!,Allemagne,7 décembre 2018,Achat vérifié,"

  Great read, as a black woman is easy to relate to her and understand her upbringing, her resilience and how hard she works to achieve. She is such an inspiration.

"
(englischsprachliches) Hörbuch SEHR zu empfehlen!,Allemagne,5 février 2019,Achat vérifié,"

  Bestes Buch, dass ich seit langem gelesen hab.  Bzw. ich hab es ""gehört""Kann jedem, der gut English spricht bzw versteht das original englischsprachliche Hörbuch nur empfehlen.  Wird von Michelle Obama selbst vorgelesen, was das ganze noch ein Stück besser macht als die Geschichte eh schon ist.  Eine sehr angenehme, klare und deutliche Stimme.  Ist wie neben ihr sitzen und ihrer Lebensgeschichte zuzuhören.  Absolut top.  Lohnt auf jeden Fall den höheren Preise im Vergleich zum Buch.Absolute Kaufempfehlung

"
Everyone should read this book!,Allemagne,23 février 2020,Achat vérifié,"

  ""I’d been lucky to have parents, teachers, and mentors who’d fed me with a consistent, simple message: You matter. As an adult, I wanted to pass those words to a new generation. It was the message I gave my own daughters, who were fortunate to have it reinforced daily by their school and their privileged circumstances, and I was determined to express some version of it to every young person I encountered.""This book is not political. This book is Michelle Obama’s autobiography, where she goes into great detail on how she got to where she is today. She starts with her upbringing, growing up on the South side of Chicago, where her parents, her brother and her shared a small apartment on the second story of her aunt’s house. She explains how her parents were always the ones to encourage her and her brother. There is a lot of information about growing up black in the US, being an ancestor of slaves. She then explains how she got into college, ended up studying law, and how she was never happy being in corporate law. She tells us how she met Barack, how their love story developed, how they got married and had two kids, and ultimately, how Barack got into politics. Well, we know the rest.It is hard to write about this book, because I feel that no words of mine could do it justice. I could not put this book down, although it was not an easy read. I absolutely loved it. Michelle writes so eloquently and beautifully. There were so many passages I marked to go back to at a later date. Her writing just confirmed what I had already thought of her, but it was more than that: I found her life and her thoughts on it deeply interesting. It is beautiful to see how appreciative she is of her parents and other people involved in her upbringing, and how she works tirelessly to get some version of that to more of Americas daughters. There are so many things I was able to take away from reading, and I plan on rereading it sometime in the future. A powerful memoir that everyone should read!""I’m an ordinary person who found herself on an extraordinary journey. In sharing my story, I hope to help create space for other stories and other voices, to widen the pathway for who belongs and why…It’s not about being perfect. It’s not about where you get yourself in the end. There’s power in allowing yourself to be known and heard, in owning your unique story, in using your authentic voice. And there’s grace in being willing to know and hear others. This, for me, is how we become.""

"
What a powerful book!,États-Unis,18 novembre 2018,Achat vérifié,"

  This book is so inspiring. Michelle Obama certainly is “good enough”!  What a joy to read such an uplifting message from her. The Obamas were such a “class act” to have leading our country for eight years!

"
Fake,Inde,2 février 2019,Achat vérifié,"

  Fake penguin book. I want a full refund. Better pay more for an original than this!!!

"
"Sehr interessant und authentisch geschrieben, passt!",Allemagne,24 mars 2019,Achat vérifié,"

  Die Autobiografie von Michelle Obama - was soll man dazu noch sagen?Obama gibt viele, bisher unbekannte Einsichten in ihre Entwicklung zu der Frau, die wir heute kennen. Auch wenn der Blickwinkel natürlich subjektiv bleibt, erkennt der Leser aber, dass Obama sich sehr um Reflektion ihres damaligen Selbst bemüht und nicht eine perfekte Kindheit und eine fehlerlose Person schildert. Ganz im Gegenteil: Obama macht deutlich, dass sie ein sehr auf Erfolg geprägtes und nicht immer sympathisches und liebenswertes Kind gewesen ist. Dass es sie auch viel Zeit gekostet hat, einige Irrwege zu überwinden und durch Umwege zu einer erwachsenen Frau mit Tiefgang und nachahmenswürdigen Werten zu werden.Sie lässt auch durchblicken - ohne dabei zu sehr in die Einzelheiten zu gehen -, dass der Haussegen im Haus Obama durchaus dann und wann schief hing bzw. auch jetzt immer mal zurechtzurücken sein mag und dass es auch nicht immer einfach gewesen ist, mit einer so charismatischen Persönlickeit wie Barrack Obama zu leben und mit so einem eigenwilligen Charakter eine gemeinsame Basis zu finden.Diese Mischung macht das Buch sehr lesenswert und auch authentisch. Eben genauso, wie man Michelle Obama aus ihrer Zeit im Weißen Haus öffentlich erlebt hat und wie sie sich auch vor den Kameras verhalten hat.Michelle Obama verschweigt nicht die Schwierigkeiten einer Familie, sich an ein Leben in der Öffentlichkeit und umgeben von Security zu gewöhnen und sich nach Möglichkeit kleine Fluchten und Freiheiten zu erhalten. Wie der Kauf einer einfachen Hundeleine zu einem regelrechten Event werden kann - eigentlich ein alltägliches Ereignis, aber nicht für die First Family!Beim ersten Herunterladen des Buchs auf den Kindle gab es Schwierigkeiten; die Fotos, die zum Buch gehören, konnten nicht abgerufen werden. Das Löschen und neuerliche Herunterladen auf das Lesegerät behob den Fehler, und das Buch ließ sich einwandfrei und vollständig lesen.

"
Insightful and readable,Australie,17 juin 2019,Achat vérifié,"

  Well written, genuine and insightful. An insight into the American pyche and hopes. Interesting to note, what from the outside seems the usual American self absorption, imagining the US President to be leader of the free world, by this otherwise insightful woman. I wonder if she feels Trump is the leader of the free world? Forgivable given her devotion to her husband though.Also noted, the usual American sense of outrage at the gun deaths in the US but the apparent inability to note how aberrant this is relative to other so-called developed countries, and to use this in argument. US public figures shy from comparing their country unfavorably to others, even when logical.Good luck to good people like her and her husband who hold hope for change in what seems from the outside to be a irredemiably failed social experiment.

"
